,year,month,uf_acronym,type,number_of_consumers,consumption
12299,2005,12,SE,residential,493031,47322.8
12300,2005,12,BA,residential,3298078,300201.04
12301,2005,12,MG,residential,5260677,586869.29
12302,2005,12,ES,residential,858819,133078.07
12303,2005,12,RJ,residential,5463087,938610.0
12304,2005,12,SP,residential,12165742,2210950.95
12305,2005,12,PR,residential,2646179,399856.55
12306,2005,12,SC,residential,1588918,285900.52
12307,2005,12,RS,residential,2887896,471087.2
12308,2005,12,MS,residential,569634,83949.56
12309,2005,12,MT,residential,634766,113836.71
12310,2005,12,GO,residential,1626671,201456.78
12311,2005,12,DF,residential,632661,129532.0
12312,2006,1,RO,residential,281123,44843.0
12313,2006,1,AC,residential,114451,17747.12
12314,2006,1,AM,residential,497815,77758.05
12315,2006,1,RR,residential,71061,14278.44
12316,2006,1,PA,residential,1168985,148007.47
12317,2006,1,AP,residential,111610,21691.5
12318,2006,1,TO,residential,257521,27760.32
12319,2006,1,MA,residential,1087867,98479.72
12320,2006,1,PI,residential,634480,55665.0
12321,2006,1,CE,residential,1951651,192387.3
12322,2006,1,RN,residential,761979,81744.08
12323,2006,1,PB,residential,866257,79499.16
12324,2006,1,PE,residential,,247914.77
12325,2006,1,AL,residential,634445,59873.12
12326,2006,1,SE,residential,495888,47842.21
12327,2006,1,BA,residential,3312102,312170.89
12328,2006,1,MG,residential,5272539,606852.68
12329,2006,1,ES,residential,865207,118577.69
12330,2006,1,RJ,residential,5489264,914514.94
12331,2006,1,SP,residential,12239018,2255056.35
12332,2006,1,PR,residential,2655483,427356.89
12333,2006,1,SC,residential,1594889,296371.85
12334,2006,1,RS,residential,2895818,494015.77
12335,2006,1,MS,residential,571633,86882.63
12336,2006,1,MT,residential,636955,107430.0
12337,2006,1,GO,residential,1631145,209467.13
12338,2006,1,DF,residential,631352,123444.0
12339,2006,2,RO,residential,282775,44799.0
12340,2006,2,AC,residential,114137,17446.36
12341,2006,2,AM,residential,499967,76254.44
12342,2006,2,RR,residential,71297,13675.43
12343,2006,2,PA,residential,1175209,141042.71
12344,2006,2,AP,residential,101445,21277.42
12345,2006,2,TO,residential,258779,28506.91
12346,2006,2,MA,residential,1093351,91555.48
12347,2006,2,PI,residential,637153,53402.0
12348,2006,2,CE,residential,1958878,183095.4
12349,2006,2,RN,residential,765408,82599.44
12350,2006,2,PB,residential,869964,77721.26
12351,2006,2,PE,residential,,228741.72
12352,2006,2,AL,residential,639818,60552.52
12353,2006,2,SE,residential,498154,48086.05
12354,2006,2,BA,residential,3323675,300999.44
12355,2006,2,MG,residential,5284134,544502.77
12356,2006,2,ES,residential,864838,134527.21
12357,2006,2,RJ,residential,5497702,981706.92
12358,2006,2,SP,residential,12258021,2230458.09
12359,2006,2,PR,residential,2661586,416162.07
12360,2006,2,SC,residential,1599208,326710.16
12361,2006,2,RS,residential,2900643,494908.48
12362,2006,2,MS,residential,570879,87862.09
12363,2006,2,MT,residential,637320,113882.43
12364,2006,2,GO,residential,1635944,204445.75
12365,2006,2,DF,residential,632013,126894.0
12366,2006,3,RO,residential,283283,47243.0
12367,2006,3,AC,residential,115030,17502.78
12368,2006,3,AM,residential,503293,76836.76
12369,2006,3,RR,residential,71322,13721.43
12370,2006,3,PA,residential,1178365,140327.37
12371,2006,3,AP,residential,123488,21402.0
12372,2006,3,TO,residential,260715,27379.41
12373,2006,3,MA,residential,1101315,92460.47
12374,2006,3,PI,residential,639534,53293.0
12375,2006,3,CE,residential,1966251,182647.9
12376,2006,3,RN,residential,768452,94289.14
12377,2006,3,PB,residential,873717,76804.87
12378,2006,3,PE,residential,,263587.51
12379,2006,3,AL,residential,643642,60100.3
12380,2006,3,SE,residential,500181,49886.2
12381,2006,3,BA,residential,3339865,331773.72
12382,2006,3,MG,residential,5294973,623178.76
12383,2006,3,ES,residential,864745,135654.81
12384,2006,3,RJ,residential,5518734,1054671.9
12385,2006,3,SP,residential,12327147,2308011.15
12386,2006,3,PR,residential,2667712,402204.39
12387,2006,3,SC,residential,1603324,320684.88
12388,2006,3,RS,residential,2908675,483508.07
12389,2006,3,MS,residential,572688,85285.85
12390,2006,3,MT,residential,640034,110371.21
12391,2006,3,GO,residential,1640262,210863.07
12392,2006,3,DF,residential,634330,124827.0
12393,2006,4,RO,residential,283536,45120.0
12394,2006,4,AC,residential,115567,17971.33
12395,2006,4,AM,residential,505394,76348.25
12396,2006,4,RR,residential,71349,13664.43
12397,2006,4,PA,residential,1182645,145249.46
12398,2006,4,AP,residential,113276,21399.0
12399,2006,4,TO,residential,261182,28399.19
12400,2006,4,MA,residential,1111291,100320.57
12401,2006,4,PI,residential,641281,51082.0
12402,2006,4,CE,residential,1972506,186024.0
12403,2006,4,RN,residential,770503,86432.9
12404,2006,4,PB,residential,876799,83841.51
12405,2006,4,PE,residential,,253445.94
12406,2006,4,AL,residential,647104,61850.78
12407,2006,4,SE,residential,502027,52581.79
12408,2006,4,BA,residential,3358161,308366.54
12409,2006,4,MG,residential,5301123,577017.2
12410,2006,4,ES,residential,866231,131732.35
12411,2006,4,RJ,residential,5525657,928137.43
12412,2006,4,SP,residential,12312362,2320716.74
12413,2006,4,PR,residential,2674404,412633.74
12414,2006,4,SC,residential,1608166,302546.44
12415,2006,4,RS,residential,2911508,469150.3
12416,2006,4,MS,residential,574315,86912.66
12417,2006,4,MT,residential,641764,111312.91
12418,2006,4,GO,residential,1644372,219874.32
12419,2006,4,DF,residential,634880,137694.0
12420,2006,5,RO,residential,284713,43171.0
12421,2006,5,AC,residential,115877,16854.22
12422,2006,5,AM,residential,507046,78621.69
12423,2006,5,RR,residential,72127,14371.04
12424,2006,5,PA,residential,1187439,142382.47
12425,2006,5,AP,residential,113682,20941.0
12426,2006,5,TO,residential,262217,28796.12
12427,2006,5,MA,residential,1116243,94297.46
12428,2006,5,PI,residential,642992,52973.0
12429,2006,5,CE,residential,1977744,185716.1
12430,2006,5,RN,residential,773688,86807.31
12431,2006,5,PB,residential,879289,81680.27
12432,2006,5,PE,residential,,244651.36
12433,2006,5,AL,residential,648914,60546.23
12434,2006,5,SE,residential,503300,48569.87
12435,2006,5,BA,residential,3384426,297838.76
12436,2006,5,MG,residential,5308516,600511.84
12437,2006,5,ES,residential,866792,120424.32
12438,2006,5,RJ,residential,5543400,814723.1
12439,2006,5,SP,residential,12365081,2276048.62
12440,2006,5,PR,residential,2677002,395562.77
12441,2006,5,SC,residential,1611135,259780.46
12442,2006,5,RS,residential,2914366,441066.27
12443,2006,5,MS,residential,575295,78181.09
12444,2006,5,MT,residential,643351,103273.78
12445,2006,5,GO,residential,1648113,209842.53
12446,2006,5,DF,residential,636801,135723.0
12447,2006,6,RO,residential,285932,44069.0
12448,2006,6,AC,residential,116000,16252.21
12449,2006,6,AM,residential,508181,79366.16
12450,2006,6,RR,residential,72352,13646.04
12451,2006,6,PA,residential,1190646,150345.83
12452,2006,6,AP,residential,114241,21730.0
12453,2006,6,TO,residential,263101,29723.95
12454,2006,6,MA,residential,1121024,98014.46
12455,2006,6,PI,residential,646636,53059.0
12456,2006,6,CE,residential,1984630,179895.0
12457,2006,6,RN,residential,776463,88807.35
12458,2006,6,PB,residential,881746,79882.13
12459,2006,6,PE,residential,,226534.54
12460,2006,6,AL,residential,653915,53962.73
12461,2006,6,SE,residential,505682,47759.6
12462,2006,6,BA,residential,3398191,292267.26
12463,2006,6,MG,residential,5321980,593454.85
12464,2006,6,ES,residential,867439,112119.63
12465,2006,6,RJ,residential,5545401,795204.37
12466,2006,6,SP,residential,12378921,2327287.07
12467,2006,6,PR,residential,2683517,408073.42
12468,2006,6,SC,residential,1614775,280760.49
12469,2006,6,RS,residential,2918514,456686.01
12470,2006,6,MS,residential,577232,73671.42
12471,2006,6,MT,residential,646138,103935.79
12472,2006,6,GO,residential,1652461,212999.5
12473,2006,6,DF,residential,636122,124085.0
12474,2006,7,RO,residential,287259,48872.0
12475,2006,7,AC,residential,116521,19469.55
12476,2006,7,AM,residential,509838,85165.45
12477,2006,7,RR,residential,72709,12749.85
12478,2006,7,PA,residential,1194236,151025.52
12479,2006,7,AP,residential,114785,23397.0
12480,2006,7,TO,residential,264521,28652.3
12481,2006,7,MA,residential,1125163,95266.77
12482,2006,7,PI,residential,648016,54768.0
12483,2006,7,CE,residential,1991395,179663.6
12484,2006,7,RN,residential,779394,85070.55
12485,2006,7,PB,residential,884910,76275.81
12486,2006,7,PE,residential,,229311.43
12487,2006,7,AL,residential,654970,53794.85
12488,2006,7,SE,residential,507537,45245.85
12489,2006,7,BA,residential,3419058,285329.17
12490,2006,7,MG,residential,5333010,580889.86
12491,2006,7,ES,residential,866219,107536.17
12492,2006,7,RJ,residential,5558652,802794.08
12493,2006,7,SP,residential,12404906,2277352.08
12494,2006,7,PR,residential,2688917,405473.27
12495,2006,7,SC,residential,1618612,278815.81
12496,2006,7,RS,residential,2922876,454003.4
12497,2006,7,MS,residential,579723,74542.93
12498,2006,7,MT,residential,646133,103749.2
12499,2006,7,GO,residential,1656825,207573.89
12500,2006,7,DF,residential,640322,126127.0
12501,2006,8,RO,residential,288942,49050.0
12502,2006,8,AC,residential,116721,17287.93
12503,2006,8,AM,residential,512448,84990.14
12504,2006,8,RR,residential,72821,13897.76
12505,2006,8,PA,residential,1198039,153364.33
12506,2006,8,AP,residential,115211,23050.0
12507,2006,8,TO,residential,266132,30513.32
12508,2006,8,MA,residential,1128671,99821.88
12509,2006,8,PI,residential,651626,52214.0
12510,2006,8,CE,residential,1999647,185252.1
12511,2006,8,RN,residential,782882,87387.73
12512,2006,8,PB,residential,888472,77328.52
12513,2006,8,PE,residential,,216969.42
12514,2006,8,AL,residential,657120,53144.41
12515,2006,8,SE,residential,508890,46046.38
12516,2006,8,BA,residential,3435289,289945.58
12517,2006,8,MG,residential,5347398,570293.17
12518,2006,8,ES,residential,867548,118637.95
12519,2006,8,RJ,residential,5573877,789107.25
12520,2006,8,SP,residential,12451617,2296701.17
12521,2006,8,PR,residential,2696233,412603.48
12522,2006,8,SC,residential,1622056,278002.93
12523,2006,8,RS,residential,2927642,460273.26
12524,2006,8,MS,residential,582374,77924.95
12525,2006,8,MT,residential,648693,107944.14
12526,2006,8,GO,residential,1660549,214318.9
12527,2006,8,DF,residential,642861,133901.0
12528,2006,9,RO,residential,290092,51273.0
12529,2006,9,AC,residential,117114,19820.49
12530,2006,9,AM,residential,516744,93264.4
12531,2006,9,RR,residential,72612,15376.4
12532,2006,9,PA,residential,1203059,160641.73
12533,2006,9,AP,residential,115479,24749.0
12534,2006,9,TO,residential,267129,32786.66
12535,2006,9,MA,residential,1136013,105320.05
12536,2006,9,PI,residential,655244,57683.0
12537,2006,9,CE,residential,2007488,187516.5
12538,2006,9,RN,residential,785832,86725.96
12539,2006,9,PB,residential,891590,78144.78
12540,2006,9,PE,residential,,221727.23
12541,2006,9,AL,residential,657854,55084.58
12542,2006,9,SE,residential,510508,46439.76
12543,2006,9,BA,residential,3450883,299087.42
12544,2006,9,MG,residential,5363722,617856.67
12545,2006,9,ES,residential,869081,115403.67
12546,2006,9,RJ,residential,5569531,778177.96
12547,2006,9,SP,residential,12497289,2377111.22
12548,2006,9,PR,residential,2704441,408093.49
12549,2006,9,SC,residential,1622144,277916.1
12550,2006,9,RS,residential,2932680,454215.89
12551,2006,9,MS,residential,584778,77825.28
12552,2006,9,MT,residential,653263,114487.73
12553,2006,9,GO,residential,1663915,229913.61
12554,2006,9,DF,residential,646067,141728.0
12555,2006,10,RO,residential,292140,50844.0
12556,2006,10,AC,residential,117194,19147.39
12557,2006,10,AM,residential,521987,90574.16
12558,2006,10,RR,residential,73245,16753.25
12559,2006,10,PA,residential,1209037,162295.51
12560,2006,10,AP,residential,115798,25486.0
12561,2006,10,TO,residential,269338,32448.34
12562,2006,10,MA,residential,1135610,109384.96
12563,2006,10,PI,residential,661421,60068.0
12564,2006,10,CE,residential,2012126,194125.1
12565,2006,10,RN,residential,790291,91342.93
12566,2006,10,PB,residential,895403,80419.16
12567,2006,10,PE,residential,,239890.92
12568,2006,10,AL,residential,660644,56583.24
12569,2006,10,SE,residential,512435,47090.41
12570,2006,10,BA,residential,3469678,310794.73
12571,2006,10,MG,residential,5381888,594556.1
12572,2006,10,ES,residential,871435,114433.42
12573,2006,10,RJ,residential,5469725,852397.09
12574,2006,10,SP,residential,12544364,2339656.49
12575,2006,10,PR,residential,2711210,414321.63
12576,2006,10,SC,residential,1630798,271000.24
12577,2006,10,RS,residential,2937980,445609.78
12578,2006,10,MS,residential,588699,83447.68
12579,2006,10,MT,residential,655551,118304.48
12580,2006,10,GO,residential,1668211,223071.95
12581,2006,10,DF,residential,646560,138189.0
12582,2006,11,RO,residential,293755,49650.0
12583,2006,11,AC,residential,118116,20240.0
12584,2006,11,AM,residential,525407,94874.13
12585,2006,11,RR,residential,73417,17264.1
12586,2006,11,PA,residential,1213033,163488.46
12587,2006,11,AP,residential,115903,25131.0
12588,2006,11,TO,residential,270415,31445.53
12589,2006,11,MA,residential,1142424,110348.34
12590,2006,11,PI,residential,665194,61136.0
12591,2006,11,CE,residential,2014961,198461.7
12592,2006,11,RN,residential,794446,95066.33
12593,2006,11,PB,residential,899197,87037.23
12594,2006,11,PE,residential,,252845.49
12595,2006,11,AL,residential,663744,61122.81
12596,2006,11,SE,residential,514633,50699.51
12597,2006,11,BA,residential,3485023,336258.14
12598,2006,11,MG,residential,5397799,621415.58
12599,2006,11,ES,residential,873507,120970.63
12600,2006,11,RJ,residential,5592730,875556.09
12601,2006,11,SP,residential,12581485,2379708.16
12602,2006,11,PR,residential,2718595,436633.12
12603,2006,11,SC,residential,1635543,301839.25
12604,2006,11,RS,residential,2946054,464687.27
12605,2006,11,MS,residential,591137,90505.99
12606,2006,11,MT,residential,658952,122831.8
12607,2006,11,GO,residential,1671837,225764.82
12608,2006,11,DF,residential,648217,143727.0
12609,2006,12,RO,residential,294827,48200.0
12610,2006,12,AC,residential,117947,20740.75
12611,2006,12,AM,residential,528559,85411.39
12612,2006,12,RR,residential,73740,15599.88
12613,2006,12,PA,residential,1217029,154257.35
12614,2006,12,AP,residential,116204,25536.0
12615,2006,12,TO,residential,271524,30325.23
12616,2006,12,MA,residential,1151156,107367.77
12617,2006,12,PI,residential,667534,59742.0
12618,2006,12,CE,residential,2020253,199894.5
12619,2006,12,RN,residential,798762,96857.72
12620,2006,12,PB,residential,901678,83086.47
12621,2006,12,PE,residential,,256865.81
12622,2006,12,AL,residential,668139,58553.16
12623,2006,12,SE,residential,516918,54057.95
12624,2006,12,BA,residential,3496636,301692.82
12625,2006,12,MG,residential,5408086,587991.56
12626,2006,12,ES,residential,875713,123561.2
12627,2006,12,RJ,residential,5518190,921117.41
12628,2006,12,SP,residential,12597149,2384052.74
12629,2006,12,PR,residential,2724549,426746.28
12630,2006,12,SC,residential,1640870,287047.58
12631,2006,12,RS,residential,2953336,481240.35
12632,2006,12,MS,residential,593133,89764.47
12633,2006,12,MT,residential,660382,118871.0
12634,2006,12,GO,residential,1675069,215034.41
12635,2006,12,DF,residential,650036,133269.0
12636,2007,1,RO,residential,295862,47135.0
12637,2007,1,AC,residential,118168,17809.0
12638,2007,1,AM,residential,530589,85213.0
12639,2007,1,RR,residential,74015,16789.0
12640,2007,1,PA,residential,1221247,154411.0
12641,2007,1,AP,residential,116509,25435.0
12642,2007,1,TO,residential,273377,30226.0
12643,2007,1,MA,residential,1156711,110683.0
12644,2007,1,PI,residential,667407,59639.0
12645,2007,1,CE,residential,1986722,197216.0
12646,2007,1,RN,residential,788497,95082.0
12647,2007,1,PB,residential,905673,84129.0
12648,2007,1,PE,residential,2188230,265287.0
12649,2007,1,AL,residential,666218,62678.0
12650,2007,1,SE,residential,519012,50094.0
12651,2007,1,BA,residential,3389443,334772.0
12652,2007,1,MG,residential,5419217,635194.0
12653,2007,1,ES,residential,879846,142088.0
12654,2007,1,RJ,residential,5531327,965576.0
12655,2007,1,SP,residential,12642052,2440676.0
12656,2007,1,PR,residential,2732061,449815.0
12657,2007,1,SC,residential,1646394,338551.0
12658,2007,1,RS,residential,2963310,539303.0
12659,2007,1,MS,residential,594914,90785.0
12660,2007,1,MT,residential,662808,116808.0
12661,2007,1,GO,residential,1680234,218172.0
12662,2007,1,DF,residential,651906,136787.0
12663,2007,2,RO,residential,296431,47127.0
12664,2007,2,AC,residential,118865,19448.0
12665,2007,2,AM,residential,533003,83926.0
12666,2007,2,RR,residential,74298,15271.0
12667,2007,2,PA,residential,1223538,147312.0
12668,2007,2,AP,residential,116919,21474.0
12669,2007,2,TO,residential,274519,29945.0
12670,2007,2,MA,residential,1163084,101374.0
12671,2007,2,PI,residential,670932,56473.0
12672,2007,2,CE,residential,1980983,190821.0
12673,2007,2,RN,residential,800149,94119.0
12674,2007,2,PB,residential,910209,81750.0
12675,2007,2,PE,residential,2321593,257055.0
12676,2007,2,AL,residential,670183,62433.0
12677,2007,2,SE,residential,521765,50578.0
12678,2007,2,BA,residential,3499135,313590.0
12679,2007,2,MG,residential,5432310,574887.0
12680,2007,2,ES,residential,882870,137468.0
12681,2007,2,RJ,residential,5548303,937067.0
12682,2007,2,SP,residential,12614082,2351043.0
